Validation_Set,Topics,Alpha,Beta,Coherence
TF-IDF Corpus,7,0.41000000000000003,0.01,-0.019415386869953474
TF-IDF Corpus,7,0.41000000000000003,0.21000000000000002,-0.019415386869953474
TF-IDF Corpus,7,0.41000000000000003,0.41000000000000003,-0.019415386869953474
TF-IDF Corpus,7,0.41000000000000003,0.6100000000000001,-0.019415386869953474
TF-IDF Corpus,7,0.41000000000000003,0.81,-0.019415386869953474
TF-IDF Corpus,7,0.6100000000000001,0.01,-0.019479544231462226
TF-IDF Corpus,7,0.6100000000000001,0.21000000000000002,-0.019479544231462226
TF-IDF Corpus,7,0.6100000000000001,0.41000000000000003,-0.019479544231462226
TF-IDF Corpus,7,0.6100000000000001,0.6100000000000001,-0.019479544231462226
TF-IDF Corpus,7,0.6100000000000001,0.81,-0.019479544231462226
TF-IDF Corpus,7,0.81,0.01,-0.019479544231462226
TF-IDF Corpus,7,0.81,0.21000000000000002,-0.019479544231462226
TF-IDF Corpus,7,0.81,0.41000000000000003,-0.019479544231462226
TF-IDF Corpus,7,0.81,0.6100000000000001,-0.019479544231462226
TF-IDF Corpus,7,0.81,0.81,-0.019479544231462226
TF-IDF Corpus,8,0.01,0.01,-0.020677763633579968
TF-IDF Corpus,8,0.01,0.21000000000000002,-0.020677763633579968
TF-IDF Corpus,8,0.01,0.41000000000000003,-0.020677763633579968
TF-IDF Corpus,8,0.01,0.6100000000000001,-0.020677763633579968
TF-IDF Corpus,8,0.01,0.81,-0.020677763633579968
TF-IDF Corpus,8,0.21000000000000002,0.01,-0.02065869288563704
TF-IDF Corpus,8,0.21000000000000002,0.21000000000000002,-0.02065869288563704
TF-IDF Corpus,8,0.21000000000000002,0.41000000000000003,-0.02065869288563704
TF-IDF Corpus,8,0.21000000000000002,0.6100000000000001,-0.02065869288563704
TF-IDF Corpus,8,0.21000000000000002,0.81,-0.02065869288563704
TF-IDF Corpus,8,0.41000000000000003,0.01,-0.020640159413948422
TF-IDF Corpus,8,0.41000000000000003,0.21000000000000002,-0.020640159413948422
TF-IDF Corpus,8,0.41000000000000003,0.41000000000000003,-0.020640159413948422
TF-IDF Corpus,8,0.41000000000000003,0.6100000000000001,-0.020640159413948422
TF-IDF Corpus,8,0.41000000000000003,0.81,-0.020640159413948422
TF-IDF Corpus,8,0.6100000000000001,0.01,-0.020640159413948422
TF-IDF Corpus,8,0.6100000000000001,0.21000000000000002,-0.020640159413948422
TF-IDF Corpus,8,0.6100000000000001,0.41000000000000003,-0.020640159413948422
TF-IDF Corpus,8,0.6100000000000001,0.6100000000000001,-0.020640159413948422
TF-IDF Corpus,8,0.6100000000000001,0.81,-0.020640159413948422
TF-IDF Corpus,8,0.81,0.01,-0.020640159413948422
TF-IDF Corpus,8,0.81,0.21000000000000002,-0.020640159413948422
TF-IDF Corpus,8,0.81,0.41000000000000003,-0.020640159413948422
TF-IDF Corpus,8,0.81,0.6100000000000001,-0.020640159413948422
TF-IDF Corpus,8,0.81,0.81,-0.020640159413948422
TF-IDF Corpus,9,0.01,0.01,-0.02212974357117629
TF-IDF Corpus,9,0.01,0.21000000000000002,-0.02212974357117629
TF-IDF Corpus,9,0.01,0.41000000000000003,-0.02212974357117629
TF-IDF Corpus,9,0.01,0.6100000000000001,-0.02212974357117629
TF-IDF Corpus,9,0.01,0.81,-0.02212974357117629
TF-IDF Corpus,9,0.21000000000000002,0.01,-0.02212974357117629
TF-IDF Corpus,9,0.21000000000000002,0.21000000000000002,-0.02212974357117629
TF-IDF Corpus,9,0.21000000000000002,0.41000000000000003,-0.02212974357117629
TF-IDF Corpus,9,0.21000000000000002,0.6100000000000001,-0.02212974357117629
TF-IDF Corpus,9,0.21000000000000002,0.81,-0.02212974357117629
TF-IDF Corpus,9,0.41000000000000003,0.01,-0.022146217768232838
TF-IDF Corpus,9,0.41000000000000003,0.21000000000000002,-0.022146217768232838
TF-IDF Corpus,9,0.41000000000000003,0.41000000000000003,-0.022146217768232838
TF-IDF Corpus,9,0.41000000000000003,0.6100000000000001,-0.022146217768232838
TF-IDF Corpus,9,0.41000000000000003,0.81,-0.022146217768232838
TF-IDF Corpus,9,0.6100000000000001,0.01,-0.022146217768232838
TF-IDF Corpus,9,0.6100000000000001,0.21000000000000002,-0.022146217768232838
TF-IDF Corpus,9,0.6100000000000001,0.41000000000000003,-0.022146217768232838
TF-IDF Corpus,9,0.6100000000000001,0.6100000000000001,-0.022146217768232838
TF-IDF Corpus,9,0.6100000000000001,0.81,-0.022146217768232838
TF-IDF Corpus,9,0.81,0.01,-0.022196117938295203
TF-IDF Corpus,9,0.81,0.21000000000000002,-0.022196117938295203
TF-IDF Corpus,9,0.81,0.41000000000000003,-0.022196117938295203
TF-IDF Corpus,9,0.81,0.6100000000000001,-0.022196117938295203
TF-IDF Corpus,9,0.81,0.81,-0.022196117938295203
BoW Corpus,2,0.01,0.01,-0.017795163069858705
BoW Corpus,2,0.01,0.21000000000000002,-0.017795163069858705
BoW Corpus,2,0.01,0.41000000000000003,-0.017795163069858705
BoW Corpus,2,0.01,0.6100000000000001,-0.017795163069858705
BoW Corpus,2,0.01,0.81,-0.017795163069858705
BoW Corpus,2,0.21000000000000002,0.01,-0.017795163069858705
BoW Corpus,2,0.21000000000000002,0.21000000000000002,-0.017795163069858705
BoW Corpus,2,0.21000000000000002,0.41000000000000003,-0.017795163069858705
BoW Corpus,2,0.21000000000000002,0.6100000000000001,-0.017795163069858705
BoW Corpus,2,0.21000000000000002,0.81,-0.017795163069858705
BoW Corpus,2,0.41000000000000003,0.01,-0.017795163069858705
BoW Corpus,2,0.41000000000000003,0.21000000000000002,-0.017795163069858705
BoW Corpus,2,0.41000000000000003,0.41000000000000003,-0.017795163069858705
BoW Corpus,2,0.41000000000000003,0.6100000000000001,-0.017795163069858705
BoW Corpus,2,0.41000000000000003,0.81,-0.017795163069858705
BoW Corpus,2,0.6100000000000001,0.01,-0.017795163069858705
BoW Corpus,2,0.6100000000000001,0.21000000000000002,-0.017795163069858705
BoW Corpus,2,0.6100000000000001,0.41000000000000003,-0.017795163069858705
BoW Corpus,2,0.6100000000000001,0.6100000000000001,-0.017795163069858705
BoW Corpus,2,0.6100000000000001,0.81,-0.017795163069858705
BoW Corpus,2,0.81,0.01,-0.017795163069858705
BoW Corpus,2,0.81,0.21000000000000002,-0.017795163069858705
BoW Corpus,2,0.81,0.41000000000000003,-0.017795163069858705
BoW Corpus,2,0.81,0.6100000000000001,-0.017795163069858705
BoW Corpus,2,0.81,0.81,-0.017795163069858705
BoW Corpus,3,0.01,0.01,-0.019717064284686222
BoW Corpus,3,0.01,0.21000000000000002,-0.019717064284686222
BoW Corpus,3,0.01,0.41000000000000003,-0.019717064284686222
BoW Corpus,3,0.01,0.6100000000000001,-0.019717064284686222
BoW Corpus,3,0.01,0.81,-0.019717064284686222
BoW Corpus,3,0.21000000000000002,0.01,-0.019717064284686222
BoW Corpus,3,0.21000000000000002,0.21000000000000002,-0.019717064284686222
BoW Corpus,3,0.21000000000000002,0.41000000000000003,-0.019717064284686222
BoW Corpus,3,0.21000000000000002,0.6100000000000001,-0.019717064284686222
BoW Corpus,3,0.21000000000000002,0.81,-0.019717064284686222
BoW Corpus,3,0.41000000000000003,0.01,-0.019717064284686222
BoW Corpus,3,0.41000000000000003,0.21000000000000002,-0.019717064284686222
BoW Corpus,3,0.41000000000000003,0.41000000000000003,-0.019717064284686222
BoW Corpus,3,0.41000000000000003,0.6100000000000001,-0.019717064284686222
BoW Corpus,3,0.41000000000000003,0.81,-0.019717064284686222
BoW Corpus,3,0.6100000000000001,0.01,-0.019717064284686222
BoW Corpus,3,0.6100000000000001,0.21000000000000002,-0.019717064284686222
BoW Corpus,3,0.6100000000000001,0.41000000000000003,-0.019717064284686222
BoW Corpus,3,0.6100000000000001,0.6100000000000001,-0.019717064284686222
BoW Corpus,3,0.6100000000000001,0.81,-0.019717064284686222
BoW Corpus,3,0.81,0.01,-0.019717064284686222
BoW Corpus,3,0.81,0.21000000000000002,-0.019717064284686222
BoW Corpus,3,0.81,0.41000000000000003,-0.019717064284686222
BoW Corpus,3,0.81,0.6100000000000001,-0.019717064284686222
BoW Corpus,3,0.81,0.81,-0.019717064284686222
BoW Corpus,4,0.01,0.01,-0.016208761033798893
BoW Corpus,4,0.01,0.21000000000000002,-0.016208761033798893
BoW Corpus,4,0.01,0.41000000000000003,-0.016208761033798893
BoW Corpus,4,0.01,0.6100000000000001,-0.016208761033798893
BoW Corpus,4,0.01,0.81,-0.016208761033798893
BoW Corpus,4,0.21000000000000002,0.01,-0.016208761033798893
BoW Corpus,4,0.21000000000000002,0.21000000000000002,-0.016208761033798893
BoW Corpus,4,0.21000000000000002,0.41000000000000003,-0.016208761033798893
BoW Corpus,4,0.21000000000000002,0.6100000000000001,-0.016208761033798893
BoW Corpus,4,0.21000000000000002,0.81,-0.016208761033798893
BoW Corpus,4,0.41000000000000003,0.01,-0.016208761033798893
BoW Corpus,4,0.41000000000000003,0.21000000000000002,-0.016208761033798893
BoW Corpus,4,0.41000000000000003,0.41000000000000003,-0.016208761033798893
BoW Corpus,4,0.41000000000000003,0.6100000000000001,-0.016208761033798893
BoW Corpus,4,0.41000000000000003,0.81,-0.016208761033798893
BoW Corpus,4,0.6100000000000001,0.01,-0.016208761033798893
BoW Corpus,4,0.6100000000000001,0.21000000000000002,-0.016208761033798893
BoW Corpus,4,0.6100000000000001,0.41000000000000003,-0.016208761033798893
BoW Corpus,4,0.6100000000000001,0.6100000000000001,-0.016208761033798893
BoW Corpus,4,0.6100000000000001,0.81,-0.016208761033798893
BoW Corpus,4,0.81,0.01,-0.016208761033798893
BoW Corpus,4,0.81,0.21000000000000002,-0.016208761033798893
BoW Corpus,4,0.81,0.41000000000000003,-0.016208761033798893
BoW Corpus,4,0.81,0.6100000000000001,-0.016208761033798893
BoW Corpus,4,0.81,0.81,-0.016208761033798893
BoW Corpus,5,0.01,0.01,-0.020382189878034702
BoW Corpus,5,0.01,0.21000000000000002,-0.020382189878034702
BoW Corpus,5,0.01,0.41000000000000003,-0.020382189878034702
BoW Corpus,5,0.01,0.6100000000000001,-0.020382189878034702
BoW Corpus,5,0.01,0.81,-0.020382189878034702
BoW Corpus,5,0.21000000000000002,0.01,-0.020382189878034702
BoW Corpus,5,0.21000000000000002,0.21000000000000002,-0.020382189878034702
BoW Corpus,5,0.21000000000000002,0.41000000000000003,-0.020382189878034702
BoW Corpus,5,0.21000000000000002,0.6100000000000001,-0.020382189878034702
BoW Corpus,5,0.21000000000000002,0.81,-0.020382189878034702
BoW Corpus,5,0.41000000000000003,0.01,-0.020382189878034702
BoW Corpus,5,0.41000000000000003,0.21000000000000002,-0.020382189878034702
BoW Corpus,5,0.41000000000000003,0.41000000000000003,-0.020382189878034702
BoW Corpus,5,0.41000000000000003,0.6100000000000001,-0.020382189878034702
BoW Corpus,5,0.41000000000000003,0.81,-0.020382189878034702
BoW Corpus,5,0.6100000000000001,0.01,-0.020382189878034702
BoW Corpus,5,0.6100000000000001,0.21000000000000002,-0.020382189878034702
BoW Corpus,5,0.6100000000000001,0.41000000000000003,-0.020382189878034702
BoW Corpus,5,0.6100000000000001,0.6100000000000001,-0.020382189878034702
BoW Corpus,5,0.6100000000000001,0.81,-0.020382189878034702
BoW Corpus,5,0.81,0.01,-0.020382189878034702
BoW Corpus,5,0.81,0.21000000000000002,-0.020382189878034702
BoW Corpus,5,0.81,0.41000000000000003,-0.020382189878034702
BoW Corpus,5,0.81,0.6100000000000001,-0.020382189878034702
BoW Corpus,5,0.81,0.81,-0.020382189878034702
BoW Corpus,6,0.01,0.01,-0.020580542704062437
BoW Corpus,6,0.01,0.21000000000000002,-0.020580542704062437
BoW Corpus,6,0.01,0.41000000000000003,-0.020580542704062437
BoW Corpus,6,0.01,0.6100000000000001,-0.020580542704062437
BoW Corpus,6,0.01,0.81,-0.020580542704062437
BoW Corpus,6,0.21000000000000002,0.01,-0.020580542704062437
BoW Corpus,6,0.21000000000000002,0.21000000000000002,-0.020580542704062437
BoW Corpus,6,0.21000000000000002,0.41000000000000003,-0.020580542704062437
BoW Corpus,6,0.21000000000000002,0.6100000000000001,-0.020580542704062437
BoW Corpus,6,0.21000000000000002,0.81,-0.020580542704062437
BoW Corpus,6,0.41000000000000003,0.01,-0.020630681663571165
BoW Corpus,6,0.41000000000000003,0.21000000000000002,-0.020630681663571165
BoW Corpus,6,0.41000000000000003,0.41000000000000003,-0.020630681663571165
BoW Corpus,6,0.41000000000000003,0.6100000000000001,-0.020630681663571165
BoW Corpus,6,0.41000000000000003,0.81,-0.020630681663571165
BoW Corpus,6,0.6100000000000001,0.01,-0.020630681663571165
BoW Corpus,6,0.6100000000000001,0.21000000000000002,-0.020630681663571165
BoW Corpus,6,0.6100000000000001,0.41000000000000003,-0.020630681663571165
BoW Corpus,6,0.6100000000000001,0.6100000000000001,-0.020630681663571165
BoW Corpus,6,0.6100000000000001,0.81,-0.020630681663571165
BoW Corpus,6,0.81,0.01,-0.020630681663571165
BoW Corpus,6,0.81,0.21000000000000002,-0.020630681663571165
BoW Corpus,6,0.81,0.41000000000000003,-0.020630681663571165
BoW Corpus,6,0.81,0.6100000000000001,-0.020630681663571165
BoW Corpus,6,0.81,0.81,-0.020630681663571165
BoW Corpus,7,0.01,0.01,-0.019393591729447268
BoW Corpus,7,0.01,0.21000000000000002,-0.019393591729447268
BoW Corpus,7,0.01,0.41000000000000003,-0.019393591729447268
BoW Corpus,7,0.01,0.6100000000000001,-0.019393591729447268
BoW Corpus,7,0.01,0.81,-0.019393591729447268
BoW Corpus,7,0.21000000000000002,0.01,-0.019415386869953474
BoW Corpus,7,0.21000000000000002,0.21000000000000002,-0.019415386869953474
BoW Corpus,7,0.21000000000000002,0.41000000000000003,-0.019415386869953474
BoW Corpus,7,0.21000000000000002,0.6100000000000001,-0.019415386869953474
BoW Corpus,7,0.21000000000000002,0.81,-0.019415386869953474
BoW Corpus,7,0.41000000000000003,0.01,-0.019415386869953474
BoW Corpus,7,0.41000000000000003,0.21000000000000002,-0.019415386869953474
BoW Corpus,7,0.41000000000000003,0.41000000000000003,-0.019415386869953474
BoW Corpus,7,0.41000000000000003,0.6100000000000001,-0.019415386869953474
BoW Corpus,7,0.41000000000000003,0.81,-0.019415386869953474
BoW Corpus,7,0.6100000000000001,0.01,-0.019479544231462226
BoW Corpus,7,0.6100000000000001,0.21000000000000002,-0.019479544231462226
BoW Corpus,7,0.6100000000000001,0.41000000000000003,-0.019479544231462226
BoW Corpus,7,0.6100000000000001,0.6100000000000001,-0.019479544231462226
BoW Corpus,7,0.6100000000000001,0.81,-0.019479544231462226
BoW Corpus,7,0.81,0.01,-0.019479544231462226
BoW Corpus,7,0.81,0.21000000000000002,-0.019479544231462226
BoW Corpus,7,0.81,0.41000000000000003,-0.019479544231462226
BoW Corpus,7,0.81,0.6100000000000001,-0.019479544231462226
BoW Corpus,7,0.81,0.81,-0.019479544231462226
BoW Corpus,8,0.01,0.01,-0.020677763633579968
BoW Corpus,8,0.01,0.21000000000000002,-0.020677763633579968
BoW Corpus,8,0.01,0.41000000000000003,-0.020677763633579968
BoW Corpus,8,0.01,0.6100000000000001,-0.020677763633579968
BoW Corpus,8,0.01,0.81,-0.020677763633579968
BoW Corpus,8,0.21000000000000002,0.01,-0.02065869288563704
BoW Corpus,8,0.21000000000000002,0.21000000000000002,-0.02065869288563704
BoW Corpus,8,0.21000000000000002,0.41000000000000003,-0.02065869288563704
BoW Corpus,8,0.21000000000000002,0.6100000000000001,-0.02065869288563704
BoW Corpus,8,0.21000000000000002,0.81,-0.02065869288563704
BoW Corpus,8,0.41000000000000003,0.01,-0.020640159413948422
BoW Corpus,8,0.41000000000000003,0.21000000000000002,-0.020640159413948422
BoW Corpus,8,0.41000000000000003,0.41000000000000003,-0.020640159413948422
BoW Corpus,8,0.41000000000000003,0.6100000000000001,-0.020640159413948422
BoW Corpus,8,0.41000000000000003,0.81,-0.020640159413948422
BoW Corpus,8,0.6100000000000001,0.01,-0.020640159413948422
BoW Corpus,8,0.6100000000000001,0.21000000000000002,-0.020640159413948422
BoW Corpus,8,0.6100000000000001,0.41000000000000003,-0.020640159413948422
BoW Corpus,8,0.6100000000000001,0.6100000000000001,-0.020640159413948422
BoW Corpus,8,0.6100000000000001,0.81,-0.020640159413948422
BoW Corpus,8,0.81,0.01,-0.020640159413948422
BoW Corpus,8,0.81,0.21000000000000002,-0.020640159413948422
BoW Corpus,8,0.81,0.41000000000000003,-0.020640159413948422
BoW Corpus,8,0.81,0.6100000000000001,-0.020640159413948422
BoW Corpus,8,0.81,0.81,-0.020640159413948422
BoW Corpus,9,0.01,0.01,-0.02212974357117629
BoW Corpus,9,0.01,0.21000000000000002,-0.02212974357117629
BoW Corpus,9,0.01,0.41000000000000003,-0.02212974357117629
BoW Corpus,9,0.01,0.6100000000000001,-0.02212974357117629
BoW Corpus,9,0.01,0.81,-0.02212974357117629
BoW Corpus,9,0.21000000000000002,0.01,-0.02212974357117629
BoW Corpus,9,0.21000000000000002,0.21000000000000002,-0.02212974357117629
BoW Corpus,9,0.21000000000000002,0.41000000000000003,-0.02212974357117629
BoW Corpus,9,0.21000000000000002,0.6100000000000001,-0.02212974357117629
BoW Corpus,9,0.21000000000000002,0.81,-0.02212974357117629
BoW Corpus,9,0.41000000000000003,0.01,-0.022146217768232838
BoW Corpus,9,0.41000000000000003,0.21000000000000002,-0.022146217768232838
BoW Corpus,9,0.41000000000000003,0.41000000000000003,-0.022146217768232838
BoW Corpus,9,0.41000000000000003,0.6100000000000001,-0.022146217768232838
BoW Corpus,9,0.41000000000000003,0.81,-0.022146217768232838
BoW Corpus,9,0.6100000000000001,0.01,-0.022146217768232838
