Validation_Set,Topics,Alpha,Beta,Coherence
BoW Corpus,2,0.7000000000000001,0.9000000000000001,-1.1761158744001428
BoW Corpus,2,0.8,0.1,-1.1761158744001428
BoW Corpus,2,0.8,0.30000000000000004,-1.1761158744001428
BoW Corpus,2,0.8,0.5000000000000001,-1.1761158744001428
BoW Corpus,2,0.8,0.7000000000000001,-1.1761158744001428
BoW Corpus,2,0.8,0.9000000000000001,-1.1761158744001428
BoW Corpus,2,0.9,0.1,-1.1761158744001428
BoW Corpus,2,0.9,0.30000000000000004,-1.1761158744001428
BoW Corpus,2,0.9,0.5000000000000001,-1.1761158744001428
BoW Corpus,2,0.9,0.7000000000000001,-1.1761158744001428
BoW Corpus,2,0.9,0.9000000000000001,-1.1761158744001428
BoW Corpus,3,0.1,0.1,-1.0603225256901176
BoW Corpus,3,0.1,0.30000000000000004,-1.0603225256901176
BoW Corpus,3,0.1,0.5000000000000001,-1.0603225256901176
BoW Corpus,3,0.1,0.7000000000000001,-1.0603225256901176
BoW Corpus,3,0.1,0.9000000000000001,-1.0603225256901176
BoW Corpus,3,0.2,0.1,-1.0588360382157542
BoW Corpus,3,0.2,0.30000000000000004,-1.0588360382157542
BoW Corpus,3,0.2,0.5000000000000001,-1.0588360382157542
BoW Corpus,3,0.2,0.7000000000000001,-1.0588360382157542
BoW Corpus,3,0.2,0.9000000000000001,-1.0588360382157542
BoW Corpus,3,0.30000000000000004,0.1,-1.0588360382157542
BoW Corpus,3,0.30000000000000004,0.30000000000000004,-1.0588360382157542
BoW Corpus,3,0.30000000000000004,0.5000000000000001,-1.0588360382157542
BoW Corpus,3,0.30000000000000004,0.7000000000000001,-1.0588360382157542
BoW Corpus,3,0.30000000000000004,0.9000000000000001,-1.0588360382157542
BoW Corpus,3,0.4,0.1,-1.0588360382157542
BoW Corpus,3,0.4,0.30000000000000004,-1.0588360382157542
BoW Corpus,3,0.4,0.5000000000000001,-1.0588360382157542
BoW Corpus,3,0.4,0.7000000000000001,-1.0588360382157542
BoW Corpus,3,0.4,0.9000000000000001,-1.0588360382157542
BoW Corpus,3,0.5,0.1,-1.0611381195999054
BoW Corpus,3,0.5,0.30000000000000004,-1.0611381195999054
BoW Corpus,3,0.5,0.5000000000000001,-1.0611381195999054
BoW Corpus,3,0.5,0.7000000000000001,-1.0611381195999054
BoW Corpus,3,0.5,0.9000000000000001,-1.0611381195999054
BoW Corpus,3,0.6,0.1,-1.0611381195999054
BoW Corpus,3,0.6,0.30000000000000004,-1.0611381195999054
BoW Corpus,3,0.6,0.5000000000000001,-1.0611381195999054
BoW Corpus,3,0.6,0.7000000000000001,-1.0611381195999054
BoW Corpus,3,0.6,0.9000000000000001,-1.0611381195999054
BoW Corpus,3,0.7000000000000001,0.1,-1.061069311331215
BoW Corpus,3,0.7000000000000001,0.30000000000000004,-1.061069311331215
BoW Corpus,3,0.7000000000000001,0.5000000000000001,-1.061069311331215
BoW Corpus,3,0.7000000000000001,0.7000000000000001,-1.061069311331215
BoW Corpus,3,0.7000000000000001,0.9000000000000001,-1.061069311331215
BoW Corpus,3,0.8,0.1,-1.061069311331215
BoW Corpus,3,0.8,0.30000000000000004,-1.061069311331215
BoW Corpus,3,0.8,0.5000000000000001,-1.061069311331215
BoW Corpus,3,0.8,0.7000000000000001,-1.061069311331215
BoW Corpus,3,0.8,0.9000000000000001,-1.061069311331215
BoW Corpus,3,0.9,0.1,-1.061069311331215
BoW Corpus,3,0.9,0.30000000000000004,-1.061069311331215
BoW Corpus,3,0.9,0.5000000000000001,-1.061069311331215
BoW Corpus,3,0.9,0.7000000000000001,-1.061069311331215
BoW Corpus,3,0.9,0.9000000000000001,-1.061069311331215
BoW Corpus,4,0.1,0.1,-1.0178073697793502
BoW Corpus,4,0.1,0.30000000000000004,-1.0178073697793502
BoW Corpus,4,0.1,0.5000000000000001,-1.0178073697793502
BoW Corpus,4,0.1,0.7000000000000001,-1.0178073697793502
BoW Corpus,4,0.1,0.9000000000000001,-1.0178073697793502
BoW Corpus,4,0.2,0.1,-1.0429368822874467
BoW Corpus,4,0.2,0.30000000000000004,-1.0429368822874467
BoW Corpus,4,0.2,0.5000000000000001,-1.0429368822874467
BoW Corpus,4,0.2,0.7000000000000001,-1.0429368822874467
BoW Corpus,4,0.2,0.9000000000000001,-1.0429368822874467
BoW Corpus,4,0.30000000000000004,0.1,-1.1495338816982175
BoW Corpus,4,0.30000000000000004,0.30000000000000004,-1.1495338816982175
BoW Corpus,4,0.30000000000000004,0.5000000000000001,-1.1495338816982175
BoW Corpus,4,0.30000000000000004,0.7000000000000001,-1.1495338816982175
BoW Corpus,4,0.30000000000000004,0.9000000000000001,-1.1495338816982175
BoW Corpus,4,0.4,0.1,-1.1508112223786886
BoW Corpus,4,0.4,0.30000000000000004,-1.1508112223786886
BoW Corpus,4,0.4,0.5000000000000001,-1.1508112223786886
BoW Corpus,4,0.4,0.7000000000000001,-1.1508112223786886
BoW Corpus,4,0.4,0.9000000000000001,-1.1508112223786886
BoW Corpus,4,0.5,0.1,-1.1508112223786886
BoW Corpus,4,0.5,0.30000000000000004,-1.1508112223786886
BoW Corpus,4,0.5,0.5000000000000001,-1.1508112223786886
BoW Corpus,4,0.5,0.7000000000000001,-1.1508112223786886
BoW Corpus,4,0.5,0.9000000000000001,-1.1508112223786886
BoW Corpus,4,0.6,0.1,-1.150979424183307
BoW Corpus,4,0.6,0.30000000000000004,-1.150979424183307
BoW Corpus,4,0.6,0.5000000000000001,-1.150979424183307
BoW Corpus,4,0.6,0.7000000000000001,-1.150979424183307
BoW Corpus,4,0.6,0.9000000000000001,-1.150979424183307
BoW Corpus,4,0.7000000000000001,0.1,-1.150979424183307
BoW Corpus,4,0.7000000000000001,0.30000000000000004,-1.150979424183307
BoW Corpus,4,0.7000000000000001,0.5000000000000001,-1.150979424183307
BoW Corpus,4,0.7000000000000001,0.7000000000000001,-1.150979424183307
BoW Corpus,4,0.7000000000000001,0.9000000000000001,-1.150979424183307
BoW Corpus,4,0.8,0.1,-1.150979424183307
BoW Corpus,4,0.8,0.30000000000000004,-1.150979424183307
BoW Corpus,4,0.8,0.5000000000000001,-1.150979424183307
BoW Corpus,4,0.8,0.7000000000000001,-1.150979424183307
BoW Corpus,4,0.8,0.9000000000000001,-1.150979424183307
BoW Corpus,4,0.9,0.1,-1.150979424183307
BoW Corpus,4,0.9,0.30000000000000004,-1.150979424183307
BoW Corpus,4,0.9,0.5000000000000001,-1.150979424183307
BoW Corpus,4,0.9,0.7000000000000001,-1.150979424183307
BoW Corpus,4,0.9,0.9000000000000001,-1.150979424183307
BoW Corpus,5,0.1,0.1,-1.1223032297798068
BoW Corpus,5,0.1,0.30000000000000004,-1.1223032297798068
BoW Corpus,5,0.1,0.5000000000000001,-1.1223032297798068
BoW Corpus,5,0.1,0.7000000000000001,-1.1223032297798068
BoW Corpus,5,0.1,0.9000000000000001,-1.1223032297798068
BoW Corpus,5,0.2,0.1,-1.122118081709845
BoW Corpus,5,0.2,0.30000000000000004,-1.122118081709845
BoW Corpus,5,0.2,0.5000000000000001,-1.122118081709845
BoW Corpus,5,0.2,0.7000000000000001,-1.122118081709845
BoW Corpus,5,0.2,0.9000000000000001,-1.122118081709845
BoW Corpus,5,0.30000000000000004,0.1,-1.1229352196896378
BoW Corpus,5,0.30000000000000004,0.30000000000000004,-1.1229352196896378
BoW Corpus,5,0.30000000000000004,0.5000000000000001,-1.1229352196896378
BoW Corpus,5,0.30000000000000004,0.7000000000000001,-1.1229352196896378
BoW Corpus,5,0.30000000000000004,0.9000000000000001,-1.1229352196896378
BoW Corpus,5,0.4,0.1,-1.123737472376003
BoW Corpus,5,0.4,0.30000000000000004,-1.123737472376003
BoW Corpus,5,0.4,0.5000000000000001,-1.123737472376003
BoW Corpus,5,0.4,0.7000000000000001,-1.123737472376003
BoW Corpus,5,0.4,0.9000000000000001,-1.123737472376003
BoW Corpus,5,0.5,0.1,-1.1259121652089952
BoW Corpus,5,0.5,0.30000000000000004,-1.1259121652089952
BoW Corpus,5,0.5,0.5000000000000001,-1.1259121652089952
BoW Corpus,5,0.5,0.7000000000000001,-1.1259121652089952
BoW Corpus,5,0.5,0.9000000000000001,-1.1259121652089952
BoW Corpus,5,0.6,0.1,-1.1251825365978794
BoW Corpus,5,0.6,0.30000000000000004,-1.1251825365978794
BoW Corpus,5,0.6,0.5000000000000001,-1.1251825365978794
BoW Corpus,5,0.6,0.7000000000000001,-1.1251825365978794
BoW Corpus,5,0.6,0.9000000000000001,-1.1251825365978794
BoW Corpus,5,0.7000000000000001,0.1,-1.1238806812008808
BoW Corpus,5,0.7000000000000001,0.30000000000000004,-1.1238806812008808
BoW Corpus,5,0.7000000000000001,0.5000000000000001,-1.1238806812008808
BoW Corpus,5,0.7000000000000001,0.7000000000000001,-1.1238806812008808
BoW Corpus,5,0.7000000000000001,0.9000000000000001,-1.1238806812008808
BoW Corpus,5,0.8,0.1,-1.1250800857095
BoW Corpus,5,0.8,0.30000000000000004,-1.1250800857095
BoW Corpus,5,0.8,0.5000000000000001,-1.1250800857095
BoW Corpus,5,0.8,0.7000000000000001,-1.1250800857095
BoW Corpus,5,0.8,0.9000000000000001,-1.1250800857095
BoW Corpus,5,0.9,0.1,-1.1268421661658912
BoW Corpus,5,0.9,0.30000000000000004,-1.1268421661658912
BoW Corpus,5,0.9,0.5000000000000001,-1.1268421661658912
BoW Corpus,5,0.9,0.7000000000000001,-1.1268421661658912
BoW Corpus,5,0.9,0.9000000000000001,-1.1268421661658912
BoW Corpus,6,0.1,0.1,-1.435504024788477
BoW Corpus,6,0.1,0.30000000000000004,-1.435504024788477
BoW Corpus,6,0.1,0.5000000000000001,-1.435504024788477
BoW Corpus,6,0.1,0.7000000000000001,-1.435504024788477
BoW Corpus,6,0.1,0.9000000000000001,-1.435504024788477
BoW Corpus,6,0.2,0.1,-1.4195572410289872
BoW Corpus,6,0.2,0.30000000000000004,-1.4195572410289872
BoW Corpus,6,0.2,0.5000000000000001,-1.4195572410289872
BoW Corpus,6,0.2,0.7000000000000001,-1.4195572410289872
BoW Corpus,6,0.2,0.9000000000000001,-1.4195572410289872
BoW Corpus,6,0.30000000000000004,0.1,-1.420567641733537
BoW Corpus,6,0.30000000000000004,0.30000000000000004,-1.420567641733537
BoW Corpus,6,0.30000000000000004,0.5000000000000001,-1.420567641733537
BoW Corpus,6,0.30000000000000004,0.7000000000000001,-1.420567641733537
BoW Corpus,6,0.30000000000000004,0.9000000000000001,-1.420567641733537
BoW Corpus,6,0.4,0.1,-1.419581947020322
BoW Corpus,6,0.4,0.30000000000000004,-1.419581947020322
BoW Corpus,6,0.4,0.5000000000000001,-1.419581947020322
BoW Corpus,6,0.4,0.7000000000000001,-1.419581947020322
BoW Corpus,6,0.4,0.9000000000000001,-1.419581947020322
BoW Corpus,6,0.5,0.1,-1.4207338150546105
BoW Corpus,6,0.5,0.30000000000000004,-1.4207338150546105
BoW Corpus,6,0.5,0.5000000000000001,-1.4207338150546105
BoW Corpus,6,0.5,0.7000000000000001,-1.4207338150546105
BoW Corpus,6,0.5,0.9000000000000001,-1.4207338150546105
BoW Corpus,6,0.6,0.1,-1.4214678533590044
BoW Corpus,6,0.6,0.30000000000000004,-1.4214678533590044
BoW Corpus,6,0.6,0.5000000000000001,-1.4214678533590044
BoW Corpus,6,0.6,0.7000000000000001,-1.4214678533590044
BoW Corpus,6,0.6,0.9000000000000001,-1.4214678533590044
BoW Corpus,6,0.7000000000000001,0.1,-1.4217316727923546
BoW Corpus,6,0.7000000000000001,0.30000000000000004,-1.4217316727923546
BoW Corpus,6,0.7000000000000001,0.5000000000000001,-1.4217316727923546
BoW Corpus,6,0.7000000000000001,0.7000000000000001,-1.4217316727923546
BoW Corpus,6,0.7000000000000001,0.9000000000000001,-1.4217316727923546
BoW Corpus,6,0.8,0.1,-1.4215757198084698
BoW Corpus,6,0.8,0.30000000000000004,-1.4215757198084698
BoW Corpus,6,0.8,0.5000000000000001,-1.4215757198084698
BoW Corpus,6,0.8,0.7000000000000001,-1.4215757198084698
BoW Corpus,6,0.8,0.9000000000000001,-1.4215757198084698
BoW Corpus,6,0.9,0.1,-1.4204320905676981
BoW Corpus,6,0.9,0.30000000000000004,-1.4204320905676981
BoW Corpus,6,0.9,0.5000000000000001,-1.4204320905676981
BoW Corpus,6,0.9,0.7000000000000001,-1.4204320905676981
BoW Corpus,6,0.9,0.9000000000000001,-1.4204320905676981
BoW Corpus,7,0.1,0.1,-1.3864390277808931
BoW Corpus,7,0.1,0.30000000000000004,-1.3864390277808931
BoW Corpus,7,0.1,0.5000000000000001,-1.3864390277808931
BoW Corpus,7,0.1,0.7000000000000001,-1.3864390277808931
BoW Corpus,7,0.1,0.9000000000000001,-1.3864390277808931
BoW Corpus,7,0.2,0.1,-1.387870153000682
BoW Corpus,7,0.2,0.30000000000000004,-1.387870153000682
BoW Corpus,7,0.2,0.5000000000000001,-1.387870153000682
BoW Corpus,7,0.2,0.7000000000000001,-1.387870153000682
BoW Corpus,7,0.2,0.9000000000000001,-1.387870153000682
BoW Corpus,7,0.30000000000000004,0.1,-1.3886476520740132
BoW Corpus,7,0.30000000000000004,0.30000000000000004,-1.3886476520740132
BoW Corpus,7,0.30000000000000004,0.5000000000000001,-1.3886476520740132
BoW Corpus,7,0.30000000000000004,0.7000000000000001,-1.3886476520740132
BoW Corpus,7,0.30000000000000004,0.9000000000000001,-1.3886476520740132
BoW Corpus,7,0.4,0.1,-1.41772683695285
BoW Corpus,7,0.4,0.30000000000000004,-1.41772683695285
BoW Corpus,7,0.4,0.5000000000000001,-1.41772683695285
BoW Corpus,7,0.4,0.7000000000000001,-1.41772683695285
BoW Corpus,7,0.4,0.9000000000000001,-1.41772683695285
BoW Corpus,7,0.5,0.1,-1.417714549384339
BoW Corpus,7,0.5,0.30000000000000004,-1.417714549384339
BoW Corpus,7,0.5,0.5000000000000001,-1.417714549384339
BoW Corpus,7,0.5,0.7000000000000001,-1.417714549384339
BoW Corpus,7,0.5,0.9000000000000001,-1.417714549384339
BoW Corpus,7,0.6,0.1,-1.4188848090702741
BoW Corpus,7,0.6,0.30000000000000004,-1.4188848090702741
BoW Corpus,7,0.6,0.5000000000000001,-1.4188848090702741
BoW Corpus,7,0.6,0.7000000000000001,-1.4188848090702741
BoW Corpus,7,0.6,0.9000000000000001,-1.4188848090702741
BoW Corpus,7,0.7000000000000001,0.1,-1.419891413987865
BoW Corpus,7,0.7000000000000001,0.30000000000000004,-1.419891413987865
BoW Corpus,7,0.7000000000000001,0.5000000000000001,-1.419891413987865
BoW Corpus,7,0.7000000000000001,0.7000000000000001,-1.419891413987865
BoW Corpus,7,0.7000000000000001,0.9000000000000001,-1.419891413987865
BoW Corpus,7,0.8,0.1,-1.396207174819286
BoW Corpus,7,0.8,0.30000000000000004,-1.396207174819286
BoW Corpus,7,0.8,0.5000000000000001,-1.396207174819286
BoW Corpus,7,0.8,0.7000000000000001,-1.396207174819286
BoW Corpus,7,0.8,0.9000000000000001,-1.396207174819286
BoW Corpus,7,0.9,0.1,-1.3964403740134996
BoW Corpus,7,0.9,0.30000000000000004,-1.3964403740134996
BoW Corpus,7,0.9,0.5000000000000001,-1.3964403740134996
BoW Corpus,7,0.9,0.7000000000000001,-1.3964403740134996
BoW Corpus,7,0.9,0.9000000000000001,-1.3964403740134996
BoW Corpus,8,0.1,0.1,-1.3000417704575784
BoW Corpus,8,0.1,0.30000000000000004,-1.3000417704575784
BoW Corpus,8,0.1,0.5000000000000001,-1.3000417704575784
BoW Corpus,8,0.1,0.7000000000000001,-1.3000417704575784
BoW Corpus,8,0.1,0.9000000000000001,-1.3000417704575784
BoW Corpus,8,0.2,0.1,-1.3009902190929967
BoW Corpus,8,0.2,0.30000000000000004,-1.3009902190929967
BoW Corpus,8,0.2,0.5000000000000001,-1.3009902190929967
BoW Corpus,8,0.2,0.7000000000000001,-1.3009902190929967
BoW Corpus,8,0.2,0.9000000000000001,-1.3009902190929967
BoW Corpus,8,0.30000000000000004,0.1,-1.3017904120460981
BoW Corpus,8,0.30000000000000004,0.30000000000000004,-1.3017904120460981
BoW Corpus,8,0.30000000000000004,0.5000000000000001,-1.3017904120460981
BoW Corpus,8,0.30000000000000004,0.7000000000000001,-1.3017904120460981
BoW Corpus,8,0.30000000000000004,0.9000000000000001,-1.3017904120460981
BoW Corpus,8,0.4,0.1,-1.3003790020325474
BoW Corpus,8,0.4,0.30000000000000004,-1.3003790020325474
BoW Corpus,8,0.4,0.5000000000000001,-1.3003790020325474
BoW Corpus,8,0.4,0.7000000000000001,-1.3003790020325474
BoW Corpus,8,0.4,0.9000000000000001,-1.3003790020325474
BoW Corpus,8,0.5,0.1,-1.2996428358692018
BoW Corpus,8,0.5,0.30000000000000004,-1.2996428358692018
BoW Corpus,8,0.5,0.5000000000000001,-1.2996428358692018
BoW Corpus,8,0.5,0.7000000000000001,-1.2996428358692018
BoW Corpus,8,0.5,0.9000000000000001,-1.2996428358692018
BoW Corpus,8,0.6,0.1,-1.303427806631865
BoW Corpus,8,0.6,0.30000000000000004,-1.303427806631865
BoW Corpus,8,0.6,0.5000000000000001,-1.303427806631865
BoW Corpus,8,0.6,0.7000000000000001,-1.303427806631865
BoW Corpus,8,0.6,0.9000000000000001,-1.303427806631865
BoW Corpus,8,0.7000000000000001,0.1,-1.2831570736541695
BoW Corpus,8,0.7000000000000001,0.30000000000000004,-1.2831570736541695
BoW Corpus,8,0.7000000000000001,0.5000000000000001,-1.2831570736541695
BoW Corpus,8,0.7000000000000001,0.7000000000000001,-1.2831570736541695
BoW Corpus,8,0.7000000000000001,0.9000000000000001,-1.2831570736541695
BoW Corpus,8,0.8,0.1,-1.2830770312029562
BoW Corpus,8,0.8,0.30000000000000004,-1.2830770312029562
BoW Corpus,8,0.8,0.5000000000000001,-1.2830770312029562
BoW Corpus,8,0.8,0.7000000000000001,-1.2830770312029562
BoW Corpus,8,0.8,0.9000000000000001,-1.2830770312029562
BoW Corpus,8,0.9,0.1,-1.2851516269818593
BoW Corpus,8,0.9,0.30000000000000004,-1.2851516269818593
BoW Corpus,8,0.9,0.5000000000000001,-1.2851516269818593
BoW Corpus,8,0.9,0.7000000000000001,-1.2851516269818593
BoW Corpus,8,0.9,0.9000000000000001,-1.2851516269818593
BoW Corpus,9,0.1,0.1,-1.4607174469870203
BoW Corpus,9,0.1,0.30000000000000004,-1.4607174469870203
BoW Corpus,9,0.1,0.5000000000000001,-1.4607174469870203
BoW Corpus,9,0.1,0.7000000000000001,-1.4607174469870203
BoW Corpus,9,0.1,0.9000000000000001,-1.4607174469870203
BoW Corpus,9,0.2,0.1,-1.4607581735560589
BoW Corpus,9,0.2,0.30000000000000004,-1.4607581735560589
BoW Corpus,9,0.2,0.5000000000000001,-1.4607581735560589
BoW Corpus,9,0.2,0.7000000000000001,-1.4607581735560589
BoW Corpus,9,0.2,0.9000000000000001,-1.4607581735560589
BoW Corpus,9,0.30000000000000004,0.1,-1.4638768421815622
BoW Corpus,9,0.30000000000000004,0.30000000000000004,-1.4638768421815622
BoW Corpus,9,0.30000000000000004,0.5000000000000001,-1.4638768421815622
BoW Corpus,9,0.30000000000000004,0.7000000000000001,-1.4638768421815622
BoW Corpus,9,0.30000000000000004,0.9000000000000001,-1.4638768421815622
BoW Corpus,9,0.4,0.1,-1.46876674170336
BoW Corpus,9,0.4,0.30000000000000004,-1.46876674170336
BoW Corpus,9,0.4,0.5000000000000001,-1.46876674170336
BoW Corpus,9,0.4,0.7000000000000001,-1.46876674170336
BoW Corpus,9,0.4,0.9000000000000001,-1.46876674170336
BoW Corpus,9,0.5,0.1,-1.4701132826934153
BoW Corpus,9,0.5,0.30000000000000004,-1.4701132826934153
BoW Corpus,9,0.5,0.5000000000000001,-1.4701132826934153
BoW Corpus,9,0.5,0.7000000000000001,-1.4701132826934153
BoW Corpus,9,0.5,0.9000000000000001,-1.4701132826934153
BoW Corpus,9,0.6,0.1,-1.4704076952761451
BoW Corpus,9,0.6,0.30000000000000004,-1.4704076952761451
BoW Corpus,9,0.6,0.5000000000000001,-1.4704076952761451
BoW Corpus,9,0.6,0.7000000000000001,-1.4704076952761451
BoW Corpus,9,0.6,0.9000000000000001,-1.4704076952761451
BoW Corpus,9,0.7000000000000001,0.1,-1.4709745032514898
BoW Corpus,9,0.7000000000000001,0.30000000000000004,-1.4709745032514898
BoW Corpus,9,0.7000000000000001,0.5000000000000001,-1.4709745032514898
BoW Corpus,9,0.7000000000000001,0.7000000000000001,-1.4709745032514898
BoW Corpus,9,0.7000000000000001,0.9000000000000001,-1.4709745032514898
BoW Corpus,9,0.8,0.1,-1.3161957035359033
BoW Corpus,9,0.8,0.30000000000000004,-1.3161957035359033
BoW Corpus,9,0.8,0.5000000000000001,-1.3161957035359033
BoW Corpus,9,0.8,0.7000000000000001,-1.3161957035359033
BoW Corpus,9,0.8,0.9000000000000001,-1.3161957035359033
BoW Corpus,9,0.9,0.1,-1.3173442969231646
BoW Corpus,9,0.9,0.30000000000000004,-1.3173442969231646
BoW Corpus,9,0.9,0.5000000000000001,-1.3173442969231646
BoW Corpus,9,0.9,0.7000000000000001,-1.3173442969231646
BoW Corpus,9,0.9,0.9000000000000001,-1.3173442969231646
